userid,vroot
10002,Knowledge Base|/kb
24695,Internet Site Construction for Developers|/sitebuilder
24697,Internet Explorer|/ie
24701,MS Site Builder Workshop|/activeplatform
24707,Microsoft.com Search|/search
24709,For Developers Only|/devonly
24709,Interactive Media Technologies|/imedia
24714,MS Word News|/word
24714,Games|/games
24714,End User Produced View|/athome
24719,Internet Explorer|/ie
24720,N. American Automap|/automap
24722,Internet Development|/intdev
24722,SiteBuilder Network Membership|/sbnmember
24723,Microsoft.com Search|/search
24724,Free Downloads|/msdownload
24726,Job Openings|/jobs
24730,Microsoft.com Search|/search
24731,Windows Family of OSs|/windows
24732,Windows Family of OSs|/windows
24732,Support Desktop|/support
24733,Microsoft.com Search|/search
24735,isapi|/isapi
24737,Visual C|/visualc
24738,Developer Workshop|/workshop
24742,MSHome Kids Stuff|/kids
24742,Knowledge Base|/kb
24743,Web Site Builder's Gallery|/gallery
24748,Free Downloads|/msdownload
24748,Microsoft.com Search|/search
24749,Microsoft.com Search|/search
24752,Free Downloads|/msdownload
24752,Games|/games
24754,Windows Family of OSs|/windows
24757,Free Downloads|/msdownload
24757,NT Server Support|/ntserversupport
24761,Internet Site Construction for Developers|/sitebuilder
24761,Visual C|/visualc
24763,Microsoft.com Search|/search
24764,Free Downloads|/msdownload
24766,Windows Family of OSs|/windows
24767,Products |/products
24768,Windows NT Workstation|/ntworkstation
24771,Internet Information Server|/iis
24772,Free Downloads|/msdownload
24773,Corporate Desktop Evaluation|/organizations
24774,MS Word News|/word
24778,Internet Site Construction for Developers|/sitebuilder
24780,Microsoft.com Search|/search
24783,isapi|/isapi
24785,Internet Explorer|/ie
24786,MS in Education|/education
24790,NT Server Support|/ntserversupport
24791,Windows Family of OSs|/windows
24791,MS Word News|/word
24796,Microsoft.com Search|/search
24797,Support Desktop|/support
24797,Microsoft.com Search|/search
24798,Free Downloads|/msdownload
24798,Internet Explorer|/ie
24799,Internet Site Construction for Developers|/sitebuilder
24801,Microsoft.com Search|/search
24802,isapi|/isapi
24803,Products |/products
24805,MS Word|/msword
24810,Web Site Builder's Gallery|/gallery
24810,Windows NT Server|/ntserver
24810,Internet Site Construction for Developers|/sitebuilder
24811,MS Access|/access
24811,isapi|/isapi
24811,Windows Family of OSs|/windows
24811,MS Word News|/word
24811,MS Office|/msoffice
24811,Games|/games
24814,Web Site Builder's Gallery|/gallery
24815,Free Downloads|/msdownload
24817,isapi|/isapi
24817,Windows Family of OSs|/windows
24817,MS Word News|/word
24822,isapi|/isapi
24822,Microsoft.com Search|/search
24822,Windows NT Server|/ntserver
24822,Support Desktop|/support
24824,Internet Explorer|/ie
24824,isapi|/isapi
24825,MS Office Info|/office
24828,SiteBuilder Network Membership|/sbnmember
24828,Internet Site Construction for Developers|/sitebuilder
24833,MS Word News|/word
24836,Knowledge Base|/kb
24837,Internet Security Framework|/security
24841,Free Downloads|/msdownload
24841,isapi|/isapi
24842,Windows NT Server|/ntserver
24842,Windows Family of OSs|/windows
24842,Windows NT Workstation|/ntworkstation
24847,WorldWide Offices - US Districts|/usa
24848,Internet Explorer|/ie
24849,Free Downloads|/msdownload
24850,sports|/sports
24851,Internet Site Construction for Developers|/sitebuilder
24853,sports|/sports
24853,Jakarta|/visualj
24859,Microsoft.com Search|/search
24862,SiteBuilder Network Membership|/sbnmember
24863,isapi|/isapi
24867,IT Technical Information|/syspro
24868,Internet Explorer|/ie
24869,Internet Explorer|/ie
24872,Windows95 Support|/windowssupport
24872,Support Desktop|/support
24874,Free Downloads|/msdownload
24875,MS Word News|/word
24875,Internet Explorer|/ie
24876,MS Office|/msoffice
24879,Windows Family of OSs|/windows
24879,End User Produced View|/athome
24881,Visual Basic|/vbasic
24883,Connecting Small Business|/smallbiz
24885,Internet Site Construction for Developers|/sitebuilder
24889,Microsoft.com Search|/search
24890,sports|/sports
24890,Games|/games
24891,Developer Network|/msdn
24891,ActiveX Data Objects|/ado
24891,isapi|/isapi
24891,Site Builder Workshop|/workshoop
24893,Products |/products
24896,Corporation Information|/corpinfo
24896,SiteBuilder Network Membership|/sbnmember
24896,Developer Workshop|/workshop
24902,Free Downloads|/msdownload
24902,Internet Site Construction for Developers|/sitebuilder
24903,Windows Family of OSs|/windows
24904,Free Downloads|/msdownload
24905,OutLook|/outlook
24906,Knowledge Base|/kb
24907,MS Office Info|/office
24908,Windows Family of OSs|/windows
24908,Products |/products
24909,Web Site Builder's Gallery|/gallery
24910,Internet Explorer|/ie
24911,Internet Explorer|/ie
24912,isapi|/isapi
24913,isapi|/isapi
24913,WorldWide Offices - US Districts|/usa
24916,MS Word News|/word
24917,Support Desktop|/support
24918,Support Desktop|/support
24918,Knowledge Base|/kb
24918,NT Server Support|/ntserversupport
24922,isapi|/isapi
24923,Windows Family of OSs|/windows
24923,Knowledge Base|/kb
24924,NT Workstation Support|/ntwkssupport
24924,isapi|/isapi
24926,Microsoft.com Search|/search
24929,Sidewinder|/sidewinder
24930,Products |/products
24932,Windows NT Workstation|/ntworkstation
24934,Windows 95|/windows95
24935,Typography Site|/truetype
24936,isapi|/isapi
24937,Windows NT Workstation|/ntworkstation
24938,Products |/products
24940,Job Openings|/jobs
24940,Microsoft.com Search|/search
24942,Knowledge Base|/kb
24943,Free Downloads|/msdownload
24943,Microsoft Magazine|/magazine
24943,End User Produced View|/athome
24948,Support Desktop|/support
24949,Free Downloads|/msdownload
24949,Internet Explorer|/ie
24950,Free Downloads|/msdownload
24951,Free Downloads|/msdownload
24951,Developer Workshop|/workshop
24951,Internet Explorer|/ie
24951,Latin America Region|/latam
24952,Free Downloads|/msdownload
24953,Internet Explorer|/ie
24954,MS in Education|/education
24959,isapi|/isapi
24961,Intranet Strategy|/intranet
24962,Windows Family of OSs|/windows
24962,Internet Site Construction for Developers|/sitebuilder
24962,Developer Workshop|/workshop
24963,ActiveX Technology Development|/activex
24963,Internet Information Server|/iis
24963,Windows Family of OSs|/windows
24963,Support Desktop|/support
24966,regwiz|/regwiz
24966,Access Development|/accessdev
24966,SiteBuilder Network Membership|/sbnmember
24966,International IE content|/ie_intl
24966,MS Office Info|/office
24966,Master Marketing Calendar|/events
24970,Microsoft.com Search|/search
24971,Support Network Program Information|/supportnet
24971,Knowledge Base|/kb
24974,Internet Explorer|/ie
24980,Windows95 Support|/windowssupport
24980,Games|/games
24980,isapi|/isapi
24981,Free Downloads|/msdownload
24990,Free Downloads|/msdownload
24990,Knowledge Base|/kb
24990,France|/france
24995,Windows Family of OSs|/windows
24996,Windows 95|/windows95
24996,Products |/products
24999,isapi|/isapi
25000,Microsoft.com Search|/search
25001,ActiveX Technology Development|/activex
25005,Free Downloads|/msdownload
25005,Internet Explorer|/ie
25006,Powered by BackOffice|/powered
25007,Internet Information Server|/iis
25008,Internet Explorer|/ie
25011,Games|/games
25013,Spain|/spain
25014,Windows Family of OSs|/windows
25014,Internet Explorer|/ie
25016,Internet Explorer|/ie
25021,ImageComposer|/imagecomposer
25021,Internet Explorer|/ie
25025,Products |/products
25026,SP Referral (ART)|/referral
25027,Free Downloads|/msdownload
25030,Free Downloads|/msdownload
25032,Internet Explorer|/ie
25034,Germany|/germany
25035,MS Office Info|/office
25037,Internet Explorer|/ie
25038,Windows Family of OSs|/windows
25039,Free Downloads|/msdownload
25040,Free Downloads|/msdownload
25042,Knowledge Base|/kb
25043,Sweden|/sverige
25043,Microsoft.com Search|/search
25044,Sales Information (infobase)|/salesinfo
25046,Developer Workshop|/workshop
25055,Support Desktop|/support
25055,Microsoft.com Search|/search
25058,Windows NT Workstation|/ntworkstation
25059,Microsoft.com Search|/search
25061,Microsoft.com Search|/search
25062,Windows Family of OSs|/windows
25062,Internet Site Construction for Developers|/sitebuilder
25062,Knowledge Base|/kb
25062,isapi|/isapi
25070,promo|/promo
25071,Products |/products
25071,Windows NT Server|/ntserver
25072,Developer Network|/msdn
25074,Spain|/spain
25075,Windows Family of OSs|/windows
25078,Free Downloads|/msdownload
25079,Microsoft.com Search|/search
25085,Developer Media Games|/gamesdev
25086,Developer Network|/msdn
25086,SiteBuilder Network Membership|/sbnmember
25086,Belgium|/belgium
25086,Microsoft.com Search|/search
25091,Web Site Builder's Gallery|/gallery
25093,Internet Security Framework|/security
25093,Developer Network|/msdn
25094,Web Site Builder's Gallery|/gallery
25095,Free Downloads|/msdownload
25096,Developer Network|/msdn
25098,Microsoft.com Search|/search
25099,Typography Site|/truetype
25101,regwiz|/regwiz
25101,Office Free Stuff|/officefreestuff
25102,Spain|/spain
25104,End User Produced View|/athome
25105,MSHome Kids Stuff|/kids
25105,Internet Site Construction for Developers|/sitebuilder
25108,Volume Purchasing Options|/select
25108,Windows Family of OSs|/windows
25109,Free Downloads|/msdownload
25109,Internet Explorer|/ie
25112,Windows NT Server|/ntserver
25114,Microsoft.com Search|/search
25119,Microsoft Home Essentials|/homeessentials
25121,Windows 95|/windows95
25122,MS Office|/msoffice
25124,MS Office News|/msofc
25125,isapi|/isapi
25127,Internet Explorer|/ie
25131,Free Downloads|/msdownload
25132,Free Downloads|/msdownload
25138,MS Office Info|/office
25142,SiteBuilder Network Membership|/sbnmember
25143,Internet Site Construction for Developers|/sitebuilder
25143,MS in Education|/education
25145,Free Downloads|/msdownload
25147,Games|/games
25156,SiteBuilder Network Membership|/sbnmember
25161,Free Downloads|/msdownload
25161,Internet Explorer|/ie
25162,BackOffice|/backoffice
25168,Corporate Desktop Evaluation|/organizations
25168,Internet Site Construction for Developers|/sitebuilder
25168,Products |/products
25170,Internet Development|/intdev
25175,Microsoft.com Search|/search
25179,Australia|/australia
25179,isapi|/isapi
25180,Internet Explorer|/ie
25181,Windows Family of OSs|/windows
25182,Windows Family of OSs|/windows
25184,WorldWide Offices - US Districts|/usa
25184,Windows Family of OSs|/windows
25185,misc|/misc
25185,Internet Service Providers|/isp
25185,Products |/products
25185,N. American Automap|/automap
25185,regwiz|/regwiz
25185,End User Produced View|/athome
25190,Games|/games
25195,Products |/products
25195,Support Desktop|/support
25195,Windows NT Workstation|/ntworkstation
25196,Windows NT Server|/ntserver
25199,Free Downloads|/msdownload
25200,MS Office Info|/office
25200,Products |/products
25206,Brazil|/brasil
25211,Internet Explorer|/ie
25216,Microsoft.com Search|/search
25217,Microsoft.com Search|/search
25218,Web Site Builder's Gallery|/gallery
25220,Microsoft.com Search|/search
25222,Free Downloads|/msdownload
25224,Free Downloads|/msdownload
25229,Internet Explorer|/ie
25230,Products |/products
25231,Windows NT Server|/ntserver
25232,Knowledge Base|/kb
25233,Internet Development|/intdev
25234,Microsoft.com Search|/search
25235,Windows Family of OSs|/windows
25239,Products |/products
25240,Support Desktop|/support
25240,isapi|/isapi
25242,ActiveX Technology Development|/activex
25243,MS Office Info|/office
25246,Windows95 Support|/windowssupport
25246,Free Downloads|/msdownload
25248,Support Desktop|/support
25251,Free Downloads|/msdownload
25252,Jakarta|/visualj
25253,Developer Network|/msdn
25253,Visual C|/visualc
25253,Developer Workshop|/workshop
25254,Internet Explorer|/ie
25255,Free Downloads|/msdownload
25255,NetMeeting|/netmeeting
25262,VBScript Development|/vbscript
25262,Jakarta|/visualj
25262,isapi|/isapi
25262,FrontPage|/frontpage
25266,Picture It|/pictureit
25270,MS Office Info|/office
25270,Microsoft.com Search|/search
25271,Internet Site Construction for Developers|/sitebuilder
25271,Developer Workshop|/workshop
25271,NT Server Support|/ntserversupport
25273,Microsoft.com Search|/search
25274,MS in Education|/education
25274,End User Produced View|/athome
25276,Free Downloads|/msdownload
25276,Internet Explorer|/ie
25277,Free Downloads|/msdownload
25281,Games|/games
25284,Windows Family of OSs|/windows
25286,Support Desktop|/support
25288,Products |/products
25288,isapi|/isapi
25291,Games|/games
25300,MS Word News|/word
25301,regwiz|/regwiz
25304,Support Desktop|/support
25305,Web Site Builder's Gallery|/gallery
25312,FrontPage Support|/frontpagesupport
25314,Intranet Strategy|/intranet
25314,Internet Development|/intdev
25314,Developer Workshop|/workshop
25316,Developer Network|/msdn
25319,NetShow|/netshow
25319,Developer Workshop|/workshop
25322,Internet Service Providers|/isp
25323,Support Desktop|/support
25328,Internet Explorer|/ie
25339,Microsoft.com Search|/search
25339,Internet Explorer|/ie
25341,Corporation Information|/corpinfo
25343,Brazil|/brasil
25344,SP Referral (ART)|/referral
25345,Internet Explorer|/ie
25346,Windows Family of OSs|/windows
25347,Web Site Builder's Gallery|/gallery
25349,Windows Family of OSs|/windows
25349,Internet Information Server|/iis
25350,Support Desktop|/support
25354,Taiwan|/taiwan
25355,ActiveX Technology Development|/activex
25355,Microsoft.com Search|/search
25355,Internet Explorer|/ie
25359,Free Downloads|/msdownload
25360,isapi|/isapi
25361,Internet Explorer|/ie
25363,SiteBuilder Network Membership|/sbnmember
25364,Office Free Stuff|/officefreestuff
25364,isapi|/isapi
25366,Products |/products
25366,Windows NT Workstation|/ntworkstation
25367,Windows 95|/windows95
25367,Windows Family of OSs|/windows
25368,Web Site Builder's Gallery|/gallery
25368,regwiz|/regwiz
25369,Internet Explorer|/ie
25373,Windows Family of OSs|/windows
25375,Internet Explorer|/ie
25378,ActiveX Technology Development|/activex
25381,Free Downloads|/msdownload
25381,Internet Explorer|/ie
25383,SP Referral (ART)|/referral
25387,Windows Family of OSs|/windows
25389,MS Office Info|/office
25393,Microsoft.com Search|/search
25399,Jakarta|/visualj
25403,Support Desktop|/support
25403,Internet Explorer|/ie
25406,Internet Service Providers|/isp
25408,NT Workstation Support|/ntwkssupport
25408,Knowledge Base|/kb
25410,Microsoft.com Search|/search
25411,Job Openings|/jobs
25414,Windows95 Support|/windowssupport
25414,isapi|/isapi
25416,MS Office Info|/office
25417,Internet Explorer|/ie
